user_id,operator_id,operator_calls,operator_missed_rate,team_missed_rate,diff,relative_diff,p_value,fail_missed,fail_waiting,operator_median_waiting,team_median_waiting,fail_outbound,operator_median_weekly_outbound,team_median_weekly_outbound,fail_count,status
167532,917850.0,48.0,0.020833333333333332,0.02127659574468085,0.00044326241134751837,0.020833333333333363,0.9879950748274476,False,False,46.5,148.0,False,15.0,17.5,0,Normal
167532,917852.0,47.0,0.02127659574468085,0.020833333333333332,-0.00044326241134751837,-0.021276595744680882,0.9879950748274476,False,False,148.0,46.5,False,115.5,8.5,0,Normal
167532,917856.0,,,,,,,False,False,,,False,6.0,25.0,0,Normal
167644,924544.0,,,,,,,False,False,,,False,1.0,9.0,0,Normal
167644,924546.0,,,,,,,False,False,,,False,9.0,1.0,0,Normal
167650,921306.0,47.0,0.0851063829787234,0.15841584158415842,0.07330945860543502,0.46276595744680854,0.2245750100348778,False,False,136.0,580.0,True,53.5,222.0,1,Atenção
167650,921318.0,51.0,0.11764705882352941,0.14432989690721648,0.02668283808368707,0.18487394957983186,0.6518118956372805,False,False,620.0,217.0,False,267.0,76.5,0,Normal
167650,931458.0,50.0,0.2,0.10204081632653061,-0.0979591836734694,-0.9600000000000001,0.09919943492856494,False,False,545.5,268.5,False,291.5,76.5,0,Normal
167654,918978.0,44.0,0.09090909090909091,0.0,-0.09090909090909091,-inf,0.050699225465232686,False,False,179.0,131.5,False,177.0,117.5,0,Normal
167654,918986.0,40.0,0.0,0.09090909090909091,0.09090909090909091,1.0,0.050699225465232686,False,False,131.5,179.0,False,134.0,119.5,0,Normal
167827,929424.0,,,,,,,False,False,,,True,68.0,1766.0,1,Atenção
167827,929426.0,,,,,,,False,False,,,False,1199.5,552.5,0,Normal
167827,929428.0,,,,,,,False,False,,,False,1967.0,146.0,0,Normal
167828,940434.0,,,,,,,False,False,,,False,19.0,21.0,0,Normal
167828,940442.0,,,,,,,False,False,,,False,50.0,19.0,0,Normal
167888,928886.0,,,,,,,False,False,,,False,83.0,61.5,0,Normal
167888,928888.0,,,,,,,False,False,,,False,64.0,72.0,0,Normal
167888,930020.0,,,,,,,False,False,,,False,54.0,72.0,0,Normal
167947,930586.0,,,,,,,False,False,,,False,22.0,13.0,0,Normal
167949,929876.0,,,,,,,False,False,,,False,9.0,47.0,0,Normal
167977,944216.0,51.0,0.3137254901960784,0.2513089005235602,-0.06241658967251823,-0.24836601307189546,0.3692592237814537,False,False,153.0,134.0,False,,,0,Normal
167977,944218.0,48.0,0.22916666666666666,0.27319587628865977,0.04402920962199311,0.16116352201257858,0.5357478714427264,False,False,183.5,132.0,False,,,0,Normal
167977,944220.0,49.0,0.24489795918367346,0.2694300518134715,0.024532092629798052,0.09105180533751969,0.7280569008989375,False,False,157.0,128.0,False,,,0,Normal
167977,944222.0,44.0,0.25,0.2676767676767677,0.01767676767676768,0.06603773584905662,0.8099622354385777,False,False,115.5,147.0,False,,,0,Normal
167977,944226.0,50.0,0.28,0.2604166666666667,-0.01958333333333334,-0.07520000000000003,0.7797385799256644,False,False,95.5,152.5,False,,,0,Normal
168021,939222.0,,,,,,,False,False,,,False,134.0,66.0,0,Normal
168021,939224.0,,,,,,,False,False,,,False,191.0,72.0,0,Normal
168041,934534.0,38.0,0.05263157894736842,0.030303030303030304,-0.022328548644338114,-0.7368421052631577,0.6408793966106183,False,False,57.0,24.0,False,,,0,Normal
168041,936514.0,33.0,0.030303030303030304,0.05263157894736842,0.022328548644338114,0.4242424242424242,0.6408793966106183,False,False,24.0,57.0,False,,,0,Normal
168121,940456.0,,,,,,,False,False,,,False,3.0,6.0,0,Normal
168121,940458.0,,,,,,,False,False,,,False,10.0,3.0,0,Normal
168121,940460.0,,,,,,,False,False,,,False,7.0,3.0,0,Normal
168121,940474.0,,,,,,,False,False,,,False,3.0,6.5,0,Normal
168154,939370.0,44.0,0.09090909090909091,0.03333333333333333,-0.05757575757575758,-1.7272727272727273,0.3326463125940985,False,False,163.5,114.5,False,,,0,Normal
168154,939376.0,30.0,0.03333333333333333,0.09090909090909091,0.05757575757575758,0.6333333333333333,0.3326463125940985,False,False,114.5,163.5,False,,,0,Normal
168187,937678.0,,,,,,,False,False,,,False,25.0,42.0,0,Normal
168187,937708.0,32.0,0.0,0.055873925501432664,0.055873925501432664,1.0,0.1693284934662228,False,False,71.0,44.0,False,92.0,38.0,0,Normal
168187,937732.0,34.0,0.058823529411764705,0.05316091954022988,-0.0056626098715348225,-0.10651828298887125,0.8859999201721663,False,False,46.5,45.0,False,25.0,41.0,0,Normal
168187,937736.0,34.0,0.058823529411764705,0.05316091954022988,-0.0056626098715348225,-0.10651828298887125,0.8859999201721663,False,True,108.0,43.0,False,190.0,38.0,1,Atenção
168187,937752.0,38.0,0.0,0.05635838150289017,0.05635838150289017,1.0,0.13254068641552613,False,True,94.0,43.0,False,249.0,38.0,1,Atenção
168187,937760.0,35.0,0.02857142857142857,0.05467625899280575,0.026104830421377182,0.4774436090225564,0.5027962226872705,False,True,84.0,43.0,False,92.0,38.0,1,Atenção
168187,937762.0,33.0,0.030303030303030304,0.054519368723098996,0.024216338420068692,0.4441786283891547,0.5455338106322425,False,False,31.0,46.0,False,29.0,41.0,0,Normal
168187,937780.0,36.0,0.05555555555555555,0.053314121037463975,-0.002241434518091577,-0.04204204204204202,0.9535012634419457,False,False,45.0,45.5,False,116.0,38.0,0,Normal
